"r","rep","K","maxsize","mazsearch","searchnum","lowsuccess","highsuccess","meansize","meansearch","meanfood","size_food_slope","size_food_R2"
1,1,500,10,10,7,0.9,0.1,5.5,5.50552501012925,1.61359262318057,0.0758666550699421,0.0655493258354196
